구,역명,Latitude,Longitude
안산시,초지,34.8542185,127.3309365
안산시,한대앞,37.309685,126.853656
고양시,강매,37.6125959,126.8454369
고양시,곡산,38.7854902,126.6688765
고양시,능곡,37.618741,126.820845
고양시,대곡,37.631957,126.8102965
고양시,대화,37.6760483,126.7413994
고양시,마두,37.6586299,126.7834544
고양시,백마,37.6730462,126.7925958
고양시,백석,37.642984,126.788128
고양시,삼송,37.653096,126.895559
고양시,원당,37.653328,126.843006
고양시,원흥,37.6466646,126.8703759
고양시,일산,37.6783756,126.7711774
고양시,정발산,37.6596496,126.7732889
고양시,주엽,37.670186,126.7611005
고양시,지축,37.648114,126.913746
고양시,탄현,37.6943206,126.7680971
고양시,풍산,37.672185,126.786374
고양시,행신,37.611846,126.834059
고양시,화전,35.849451,128.623484
고양시,화정,37.634643,126.832633
과천시,경마공원,37.4473604,127.0156347
과천시,과천,37.429246,126.9874451
과천시,대공원,37.5482248,127.0808374
과천시,선바위,37.451854,127.002164
과천시,정부과천청사,37.4257207,126.9895664
구리시,갈매,37.6348265,127.1156625
구리시,구리,37.6033064,127.1432928
남양주시,금곡,37.637364,127.20762
남양주시,덕소,37.587199,127.208547
남양주시,도농,37.608763,127.161123
남양주시,도심,37.5096517,127.0593385
남양주시,마석,37.6523921,127.3083224
남양주시,별내,37.64239,127.1275678
남양주시,사릉,37.6472587,127.1974357
남양주시,양정,37.5348353,126.8869526
남양주시,운길산,37.5720399,127.2951884
남양주시,천마산,37.680556,127.272778
남양주시,퇴계원,37.6493095,127.1446338
남양주시,팔당,37.514797,127.3010229
남양주시,평내호평,37.653229,127.244452
오산시,서동탄,37.195683,127.051904
오산시,세마,37.1878476,127.0430124
오산시,오산,37.1498096,127.0772212
오산시,오산대,37.155809,127.061223
시흥시,달월,37.3877747,126.7423864
시흥시,오이도,37.3479761,126.6888971
시흥시,월곶,37.3847999,126.7579922
시흥시,정왕,37.3486016,126.7271088
군포시,군포,37.3616703,126.9351741
군포시,금정,37.372237,126.9434895
군포시,당정,37.343389,126.948401
군포시,대야미,37.3259505,126.9190313
군포시,산본,37.3594144,126.9207863
군포시,수리산,37.3661968,126.9027047
의왕시,의왕,37.344701,126.9683104
하남시,,37.5392646,127.2148919
용인시,구성,37.2952602,127.1148173
용인시,기흥,37.2801554,127.114659
용인시,보정,37.312747,127.108232
용인시,상갈,37.2616855,127.1051884
용인시,신갈,37.286127,127.111311
용인시,죽전,37.3290605,127.1264906
파주시,금릉,35.9330733,128.5633099
파주시,금촌,37.766106,126.774515
파주시,문산,37.8530229,126.7842319
파주시,야당,37.7127491,126.7615354
파주시,운정,37.725402,126.767152
파주시,월롱,37.7958721,126.7902105
파주시,파주,37.7598688,126.7801781
이천시,부발,37.2598735,127.4903676
이천시,신둔도예촌,37.31566,127.404656
이천시,이천,37.2719952,127.4348221
안성시,,37.0079695,127.2796786
김포시,,37.6152464,126.7156325
화성시,병점,37.206821,127.033268
광주시,경기광주,37.4171413,127.2561413
광주시,곤지암,37.3499838,127.341839
광주시,삼동,37.4150338,127.1982307
광주시,초월,37.373394,127.30001
양주시,덕계,37.8208098,127.0438869
양주시,덕정,37.8457303,127.0636014
양주시,양주,37.7852875,127.0458453
포천시,,37.8949148,127.2003551
여주시,세종대왕릉,37.3139557,127.6087087
여주시,여주,37.282069,127.628592
양주군,,37.7852875,127.0458453
여주군,,37.2980237,127.6371628
화성군,,37.1994932,126.8311887
광주군,,37.4171413,127.2561413
연천군,,38.0964438,127.0748335
포천군,,37.8949148,127.2003551
가평군,가평,37.8315403,127.5098827
가평군,대성리,37.6805595,127.376729
가평군,상천,37.7773388,127.4510029
가평군,청평,37.8315403,127.5098827
양평군,국수,37.516196,127.399461
양평군,신원,37.52592,127.372745
양평군,아신,37.513555,127.443113
양평군,양수,37.545998,127.328948
양평군,양평,37.4912195,127.4875607
양평군,오빈,37.506129,127.473804
양평군,용문,37.5383431,126.9584999
양평군,원덕,37.4685731,127.5471595
양평군,지평,37.5639621,126.9664634
종로구,경복궁,37.579617,126.977041
종로구,광화문,37.5759369,126.9768157
종로구,동대문,37.5711389,127.0095452
종로구,동묘앞,37.5733383,127.0162228
종로구,서대문,37.5791158,126.9367789
종로구,안국,37.5103175,127.0609853
종로구,종각,37.570178,126.983116
종로구,종로3가,37.570432,126.99219
종로구,종로5가,37.5704682,127.0038437
종로구,창신,37.579369,127.015299
종로구,충무로,37.5651176,126.99278
종로구,혜화,37.58217,127.001893
중구,동대문역사문화공원,37.565682,127.008953
중구,동대입구,37.558126,127.005316
중구,명동,37.55998,126.9858296
중구,버티고개,37.5478919,127.0071227
중구,서울,37.566535,126.9779692
중구,시청,37.5657037,126.9768616
중구,신당,37.565669,127.019452
중구,약수,37.554769,127.010653
중구,을지로3가,37.5661262,126.9916862
중구,을지로4가,37.5664649,126.9978028
중구,을지로입구,37.566065,126.982679
중구,청구,37.5697899,126.981547
중구,충무로,37.5651176,126.99278
중구,회현,37.5572302,126.9793303
용산구,남영,37.540597,126.971171
용산구,녹사평,37.534945,126.9853515
용산구,삼각지,37.5350315,126.9734515
용산구,서빙고,37.520402,126.9945799
용산구,서울,37.566535,126.9779692
용산구,숙대입구,37.545097,126.971987
용산구,신용산,37.529187,126.967886
용산구,용산,37.5384272,126.9654442
용산구,이촌,37.5161216,126.9660695
용산구,이촌,37.5161216,126.9660695
용산구,이태원,37.534542,126.994596
용산구,한강진,37.539838,127.001766
용산구,한남,37.5311789,127.0062454
용산구,효창공원앞,37.539289,126.961339
성동구,금호,35.1619962,126.8846604
성동구,답십리,37.5696589,127.0576058
성동구,뚝섬,37.5291281,127.0713459
성동구,마장,37.566127,127.042965
성동구,상왕십리,37.5645,127.028872
성동구,서울숲,37.5443878,127.0374424
성동구,성수,37.5445797,127.0559678
성동구,신금호,37.554468,127.020794
성동구,신답,37.569889,127.04701
성동구,옥수,37.5435935,127.0134664
성동구,왕십리,37.561949,127.038485
성동구,용답,37.562178,127.050853
성동구,응봉,37.5504328,127.0348241
성동구,한양대,37.5572321,127.0453219
성동구,행당,37.5574629,127.0347413
광진구,강변,37.535098,127.094695
광진구,건대입구,37.540397,127.069253
광진구,광나루,37.549678,127.0510695
광진구,구의,37.5466951,127.0914159
광진구,군자,37.557193,127.079415
광진구,뚝섬유원지,37.531544,127.066708
광진구,아차산,37.5715087,127.1037627
광진구,어린이대공원,37.5482248,127.0808374
광진구,중곡,37.5626197,127.0853672
동대문구,신설동,37.575326,127.0248495
동대문구,신이문,37.601829,127.067347
동대문구,외대앞,37.595518,127.059615
동대문구,용두,37.5757009,127.034989
동대문구,장한평,37.561472,127.064657
동대문구,제기동,37.5833567,127.0367969
동대문구,청량리,37.581381,127.048958
동대문구,회기,37.589756,127.057977
중랑구,망우,37.6000262,127.1068617
중랑구,먹골,37.61078,127.077707
중랑구,면목,37.588745,127.087494
중랑구,봉화산,37.6083333,127.0869444
중랑구,사가정,37.580966,127.088503
중랑구,상봉,37.5972353,127.0859765
중랑구,신내,37.6103313,127.0960772
중랑구,양원,37.606639,127.108067
중랑구,용마산,37.573793,127.086818
중랑구,중랑,37.6065602,127.0926519
중랑구,중화,37.5995064,127.0778661
성북구,고려대,37.590799,127.0277773
성북구,길음,37.6073126,127.023926
성북구,돌곶이,37.610493,127.056403
성북구,보문,37.5803121,127.0227704
성북구,상월곡,37.603604,127.0499508
성북구,성신여대입구,37.59272,127.016544
성북구,안암,37.5858384,127.0213534
성북구,월곡,37.6041779,127.0409997
성북구,한성대입구,37.588374,127.005907
강북구,미아,37.626453,127.026119
강북구,미아사거리,37.613251,127.030084
강북구,수유,37.6386934,127.0231575
도봉구,녹천,37.644599,127.051406
도봉구,도봉,37.6687738,127.0470706
도봉구,도봉산,37.7004635,127.0156843
도봉구,방학,37.6640285,127.0321675
도봉구,쌍문,37.6522545,127.0304855
도봉구,창동,37.648965,127.0433646
노원구,공릉,37.6304778,127.0901988
노원구,광운대,37.6194277,127.05982
노원구,노원,37.6541917,127.056793
노원구,당고개,37.67026,127.079011
노원구,마들,37.665375,127.057614
노원구,상계,37.6501928,127.0634866
노원구,석계,37.6150815,127.0657675
노원구,수락산,37.696493,127.0822334
노원구,월계,37.633114,127.058835
노원구,중계,37.645494,127.063907
노원구,태릉입구,37.6179085,127.0750345
노원구,하계,37.63595,127.068213
노원구,화랑대,37.6201651,127.0838154
은평구,구산,37.6117223,126.9103085
은평구,구파발,37.636581,126.918833
은평구,녹번,37.6059975,126.9339654
은평구,독바위,37.618397,126.933056
은평구,디엠시,35.9894824,128.9597421
은평구,디지털미디어시티,37.580228,126.8907005
은평구,불광,37.6183087,126.9390451
은평구,새절,37.591014,126.913582
은평구,수색,37.580855,126.895681
은평구,역촌,37.6044517,126.9169535
은평구,연신내,37.618812,126.920842
은평구,응암,37.5926646,126.9205206
은평구,증산,35.1370591,129.0510061
서대문구,가좌,37.4863961,126.678725
서대문구,독립문,37.572395,126.959527
서대문구,무악재,37.582634,126.950134
서대문구,신촌,37.5594793,126.9435838
서대문구,충정로,37.5627988,126.9647478
서대문구,홍제,37.5855112,126.9489831
마포구,공덕,37.54322,126.951576
마포구,광흥창,37.547478,126.931855
마포구,대흥,37.547674,126.942332
마포구,마포,37.5637561,126.9084211
마포구,마포구청,37.5662001,126.9016437
마포구,망원,37.5565449,126.9060576
마포구,상수,37.5493704,126.9239276
마포구,서강대,37.5509442,126.9410023
마포구,신정,37.5429053,126.9304424
마포구,신촌,37.5594793,126.9435838
마포구,아현,37.5541171,126.9569379
마포구,애오개,37.55359,126.956739
마포구,월드컵경기장,37.5682588,126.8972774
마포구,이대,37.5618588,126.9468339
마포구,합정,37.5463089,126.9101219
마포구,홍대입구,37.557527,126.9244669
양천구,목동,37.5370192,126.8735297
양천구,신정네거리,37.520209,126.852796
양천구,양천구청,37.5169508,126.8665644
양천구,오목교,37.524553,126.87505
강서구,개화산,37.5827778,126.8038889
강서구,김포공항,37.5618288,126.8019274
강서구,까치산,37.5317675,126.8467055
강서구,마곡,37.5619185,126.826919
강서구,발산,37.667943,126.655442
강서구,방화,35.1156845,127.85154
강서구,송정,35.1895773,129.1991164
강서구,우장산,37.548783,126.836334
강서구,화곡,37.5381184,126.8471024
구로구,개봉,37.489431,126.8583723
구로구,검단오류,37.594513,126.628965
구로구,구로,37.4954031,126.887369
구로구,구로디지털단지,37.485215,126.901594
구로구,구일,37.496261,126.86959
구로구,남구로,37.486087,126.887272
구로구,대림,37.4932246,126.8973155
구로구,도림천,37.4944444,126.9263889
구로구,신도림,37.5088099,126.8912061
구로구,오류동,37.4901258,126.8385254
구로구,온수,37.4921505,126.8236345
구로구,온수,37.4921505,126.8236345
구로구,천왕,37.4837252,126.8413333
금천구,가산디지털단지,37.48089,126.8825735
금천구,금천구청,37.4518527,126.9020358
금천구,독산,37.4659942,126.8895083
영등포구,당산,37.5340278,126.9019901
영등포구,대방,37.5125541,126.9263706
영등포구,문래,37.5169837,126.8993953
영등포구,보라매,37.499929,126.920282
영등포구,신길,37.5062485,126.9139521
영등포구,신풍,37.4986448,126.9086027
영등포구,양평,37.4912195,127.4875607
영등포구,여의나루,37.527141,126.93281
영등포구,여의도,37.5295808,126.9326803
영등포구,영등포,37.5263715,126.8962283
영등포구,영등포구청,37.526344,126.896256
영등포구,영등포시장,37.5201225,126.9057001
동작구,남성,37.484876,126.970673
동작구,노량진,37.5110026,126.9416329
동작구,동작,37.512402,126.9392525
동작구,사당,37.476568,126.981649
동작구,상도,37.4989895,126.9377193
동작구,숭실대입구,37.496374,126.953504
동작구,신대방,37.4915587,126.9166265
동작구,신대방삼거리,37.499717,126.928189
동작구,이수,37.486491,126.981876
동작구,장승배기,37.504905,126.939191
동작구,총신대입구,37.486491,126.981876
관악구,낙성대,37.4711007,126.95999
관악구,봉천,37.4794085,126.9535822
관악구,서울대입구,37.48121,126.952712
관악구,신림,37.4626176,126.9383251
서초구,고속터미널,37.5049142,127.0049151
서초구,교대,36.6083563,127.3582209
서초구,남부터미널,37.484235,127.016054
서초구,남태령,37.4583333,126.9880556
서초구,내방,37.4875763,126.99365
서초구,반포,37.5031833,127.0079167
서초구,방배,37.4799348,126.9934602
서초구,서초,37.4837121,127.0324112
서초구,양재,37.4731977,127.0381702
서초구,잠원,37.51296,127.011611
강남구,강남,37.5172363,127.0473248
강남구,강남구청,37.5172363,127.0473248
강남구,개포동,37.4789643,127.0609282
강남구,구룡,37.486985,127.059496
강남구,논현,37.5135304,127.0315341
강남구,대모산입구,37.491375,127.072761
강남구,대청,37.493601,127.079526
강남구,대치,37.4994914,127.0610527
강남구,도곡,37.4898434,127.0438136
강남구,매봉,37.487035,127.046918
강남구,삼성,37.5139848,127.0565207
강남구,선릉,37.504487,127.048957
강남구,선정릉,37.5070029,127.0522301
강남구,수서,37.4874685,127.1013245
강남구,신사,37.524124,127.022883
강남구,압구정,37.531684,127.0302926
강남구,압구정로데오,37.527394,127.040572
강남구,역삼,37.4999072,127.0373932
강남구,일원,35.8312117,127.0843307
강남구,청담,37.5231998,127.0486655
강남구,학동,37.514236,127.031593
강남구,학여울,37.496683,127.070549
강남구,한티,37.496208,127.052883
송파구,가락시장,37.4928569,127.1148684
송파구,개롱,37.4981619,127.1346598
송파구,거여,37.493422,127.143597
송파구,경찰병원,37.4963176,127.1234353
송파구,마천,37.495027,127.152806
송파구,몽촌토성,37.5219281,127.122853
송파구,문정,37.485978,127.122489
송파구,방이,37.508566,127.125977
송파구,복정,37.465605,127.1271245
송파구,석촌,37.503517,127.1035697
송파구,송파,37.5145437,127.1065971
송파구,신천,37.5200705,127.0995
송파구,오금,37.5022335,127.128354
송파구,올림픽공원,37.5206868,127.1214941
송파구,잠실,37.5061273,127.0842945
송파구,잠실나루,37.520669,127.103839
송파구,장지,37.477699,127.126274
송파구,종합운동장,37.5148406,127.0731124
강동구,강동,37.5301251,127.123762
강동구,강동구청,37.5302554,127.1237961
강동구,고덕,37.5632814,127.1570594
강동구,굽은다리,37.545539,127.142906
강동구,길동,37.5392074,127.1461206
강동구,둔촌동,37.5272032,127.144105
강동구,명일,37.5546516,127.1557517
강동구,상일동,37.5511064,127.1646653
강동구,암사,37.558248,127.1304539
강동구,천호,37.5439937,127.1256452
강동구,천호,37.5439937,127.1256452
중구,동인천,37.475414,126.632598
중구,신포,37.468455,126.624525
중구,인천,37.4562557,126.7052062
중구,인천,37.4562557,126.7052062
동구,도원,37.468617,126.642839
남구,도화,37.4661538,126.6684603
남구,석바위시장,37.457696,126.692191
남구,시민공원,35.1681759,129.0571458
남구,제물포,37.466809,126.657165
남구,주안,37.4565562,126.6845807
연수구,국제업무지구,37.400421,126.630105
연수구,동막,37.6007343,126.437734
연수구,동춘,37.2575326,127.1603777
연수구,문학경기장,37.4350619,126.6907212
연수구,선학,37.7482026,126.7334605
연수구,센트럴파크,37.3934923,126.6348629
연수구,송도,37.3839118,126.6438546
연수구,신연수,37.418062,126.694023
연수구,연수,37.4094099,126.6783088
연수구,원인재,37.414465,126.6909185
연수구,인천대입구,37.386196,126.639404
연수구,지식정보단지,37.378004,126.645412
연수구,캠퍼스타운,37.3873429,126.6611142
연수구,테크노파크,37.382294,126.656398
남동구,간석,37.465607,126.7109699
남동구,간석오거리,37.466092,126.708216
남동구,남동구청,37.4470653,126.7314616
남동구,남동인더스파크,37.407772,126.695235
남동구,만수,37.4615433,126.7323595
남동구,모래내시장,37.4541517,126.7214931
남동구,부평삼거리,37.478267,126.710462
남동구,석천사거리,37.4567915,126.7105065
남동구,소래포구,37.398596,126.737337
남동구,예술회관,37.4477691,126.7000885
남동구,운연,37.438359,126.759611
남동구,인천논현,37.4075188,126.7056
남동구,인천대공원,37.456711,126.757911
남동구,인천시청,37.457619,126.70222
남동구,호구포,37.401622,126.708682
부평구,갈산,35.937165,126.95262
부평구,굴포천,37.508231,126.725813
부평구,동수,37.4961735,127.2323925
부평구,동암,37.470869,126.702884
부평구,백운,37.3756201,126.9986688
부평구,부개,37.4946227,126.7380521
부평구,부평,37.5069818,126.7217739
부평구,부평구청,37.5067667,126.7218573
부평구,부평시장,37.4946502,126.7256629
부평구,삼산체육관,37.5072605,126.7380207
계양구,경인교대입구,37.5383125,126.7225915
계양구,계산,37.54326,126.728533
계양구,계양,37.5369504,126.7377435
계양구,귤현,37.5673308,126.7449671
계양구,박촌,37.5554494,126.7465598
계양구,임학,37.5483938,126.7325496
계양구,작전,37.530279,126.722516
서구,가재울,37.5705054,126.9133646
서구,가정,37.524743,126.6742755
서구,가정중앙시장,37.5177067,126.6768046
서구,검단사거리,37.601841,126.656599
서구,검바위,37.560308,126.677672
서구,검암,37.5648367,126.6835943
서구,독정,37.3187792,127.1162681
서구,마전,37.376312,126.7646525
서구,서구청,37.5452851,126.6759938
서구,서부여성회관,37.4994702,126.6787889
서구,석남,37.5034615,126.6638692
서구,아시아드경기장,37.5475394,126.6665509
서구,완정,37.592865,126.67303
서구,왕길,37.5890784,126.6471738
서구,인천가좌,37.4863961,126.678725
서구,주안국가산단,37.4737465,126.6817255
미추홀구,숭의,37.5563973,126.9874967
미추홀구,인천터미널,37.441546,126.701496
미추홀구,인하대,37.4500221,126.653488
강화군,,37.7467263,126.4878731
옹진군,,37.213889,126.178333
